,DATE,MATCHUP,MIN,H_TEAM,A_TEAM,H_FGM,H_FGA,H_FGPerc,H_3PM,H_3PA,H_ThreePPerc,H_FTM,H_FTA,H_FTPerc,H_OREB,H_DREB,H_REB,H_AST,H_STL,H_BLK,H_TOV,H_PF,H_EFGPerc,H_FTR,H_TOVPerc,A_FGM,A_FGA,A_FGPerc,A_3PM,A_3PA,A_ThreePPerc,A_FTM,A_FTA,A_FTPerc,A_OREB,A_DREB,A_REB,A_AST,A_STL,A_BLK,A_TOV,A_PF,A_EFGPerc,A_FTR,A_TOVPerc,Target
136,4/3/19,DEN vs. SAS,242,DEN,SAS,47,87,54.0,12,33,36.4,7,12,0.583,8,39,47,41,6,3,14,20,0.6091954022988506,0.13793103448275862,13.172751223184044,31,81,38.3,5,27,18.5,18,25,0.72,11,27,38,15,9,7,11,14,0.41358024691358025,0.308641975308642,10.679611650485436,1
137,4/3/19,DET vs. IND,241,DET,IND,31,80,38.8,11,41,26.8,16,24,0.667,11,35,46,21,6,5,18,25,0.45625,0.3,16.58069270449521,43,92,46.7,6,21,28.6,16,22,0.727,10,34,44,31,9,4,11,18,0.5,0.2391304347826087,9.762158324458644,0
138,4/3/19,LAC vs. HOU,239,LAC,HOU,38,82,46.3,8,26,30.8,19,31,0.613,9,29,38,27,11,2,16,22,0.5121951219512195,0.3780487804878049,14.331780723754928,47,88,53.4,18,38,47.4,23,29,0.7929999999999999,12,36,48,22,6,7,16,29,0.6363636363636364,0.3295454545454545,13.703323055841038,0
139,4/3/19,MIA vs. BOS,240,MIA,BOS,39,95,41.1,12,36,33.3,12,20,0.6,16,31,47,25,6,5,15,23,0.4736842105263158,0.21052631578947367,12.626262626262625,38,80,47.5,9,24,37.5,27,31,0.871,6,36,42,25,8,7,11,21,0.53125,0.3875,10.51223241590214,0
140,4/3/19,NOP vs. CHA,240,NOP,CHA,40,85,47.1,15,41,36.6,14,17,0.8240000000000001,7,41,48,25,7,4,19,27,0.5588235294117647,0.2,17.043415859346965,38,90,42.2,12,34,35.3,27,32,0.8440000000000001,11,37,48,19,13,5,11,15,0.4888888888888889,0.3555555555555556,9.558567952728538,0
141,4/3/19,ORL vs. NYK,241,ORL,NYK,45,99,45.5,11,32,34.4,13,20,0.65,19,36,55,29,5,7,13,16,0.5101010101010099,0.202020202020202,10.761589403973513,38,85,44.7,6,27,22.2,18,21,0.857,8,31,39,21,10,5,12,18,0.4823529411764706,0.24705882352941175,11.295180722891569,1
142,4/3/19,PHX vs. UTA,240,PHX,UTA,42,91,46.2,5,21,23.8,8,13,0.615,9,22,31,21,7,3,10,23,0.489010989010989,0.14285714285714285,9.370314842578713,44,77,57.1,16,32,50.0,14,18,0.778,7,38,45,30,2,9,20,16,0.6753246753246753,0.23376623376623376,19.06214258482653,0
143,4/3/19,POR vs. MEM,238,POR,MEM,48,94,51.1,10,31,32.3,10,16,0.625,14,40,54,28,9,3,13,14,0.5638297872340425,0.1702127659574468,11.399508944230096,31,80,38.8,11,33,33.3,16,19,0.8420000000000001,4,28,32,20,10,9,13,16,0.45625,0.2375,12.825572217837413,1
144,4/3/19,WAS vs. CHI,240,WAS,CHI,45,97,46.4,5,27,18.5,19,26,0.731,9,30,39,24,8,9,12,18,0.4896907216494845,0.26804123711340205,9.963467286615742,48,90,53.3,5,19,26.3,14,17,0.8240000000000001,9,40,49,22,7,5,20,23,0.5611111111111111,0.18888888888888888,17.024174327545115,0
145,4/2/19,GSW vs. DEN,238,GSW,DEN,50,92,54.3,13,34,38.2,3,8,0.375,13,42,55,36,11,11,24,21,0.6141304347826086,0.08695652173913042,20.080321285140567,36,96,37.5,7,30,23.3,23,29,0.7929999999999999,12,28,40,23,19,4,15,15,0.4114583333333333,0.3020833333333333,12.120232708468,1
146,4/2/19,OKC vs. LAL,241,OKC,LAL,47,102,46.1,13,44,29.5,12,20,0.6,17,33,50,33,15,7,12,14,0.5245098039215687,0.19607843137254904,9.77198697068404,40,84,47.6,16,39,41.0,7,10,0.7,4,35,39,26,7,2,21,25,0.5714285714285714,0.11904761904761905,19.195612431444236,1
147,4/2/19,SAC vs. HOU,241,SAC,HOU,42,95,44.2,7,23,30.4,14,20,0.7,16,35,51,19,3,4,11,15,0.4789473684210526,0.21052631578947367,9.581881533101042,46,94,48.9,26,61,42.6,12,17,0.706,8,35,43,30,8,3,7,20,0.6276595744680851,0.18085106382978725,6.452802359882005,0
148,4/2/19,SAS vs. ATL,240,SAS,ATL,42,80,52.5,14,30,46.7,19,22,0.8640000000000001,4,41,45,23,6,6,16,17,0.6125,0.275,15.140045420136259,43,94,45.7,12,34,35.3,13,20,0.65,11,32,43,26,13,2,11,18,0.5212765957446809,0.2127659574468085,9.666080843585236,1
149,4/1/19,BKN vs. MIL,240,BKN,MIL,39,94,41.5,16,44,36.4,27,34,0.794,16,39,55,19,6,5,23,26,0.5,0.3617021276595745,17.42952409821158,47,94,50.0,11,34,32.4,26,30,0.867,6,34,40,28,15,7,14,26,0.5585106382978723,0.3191489361702128,11.55115511551155,0
150,4/1/19,BOS vs. MIA,240,BOS,MIA,36,91,39.6,17,40,42.5,21,24,0.875,14,35,49,25,8,2,12,18,0.489010989010989,0.2637362637362637,10.567101091933779,40,88,45.5,10,37,27.0,15,18,0.833,9,39,48,27,9,6,15,17,0.5113636363636364,0.20454545454545456,13.523260007212407,1
