,H_FTPct,H_EFGPct,H_ThreePARt,H_FTR,H_REBPct,H_BLKPct,H_AST_TOV_Ratio,A_FTPct,A_EFGPct,A_ThreePARt,A_FTR,A_REBPct,A_BLKPct,A_AST_TOV_Ratio,Target
0,0.833,0.4615384615384616,0.3956043956043956,0.3296703296703297,0.5061728395061729,0.036585365853658534,1.7857142857142858,0.952,0.6280487804878049,0.4634146341463415,0.25609756097560976,0.49382716049382713,0.10989010989010989,2.142857142857143,0
1,0.885,0.4308510638297872,0.40425531914893614,0.2765957446808511,0.5384615384615384,0.024390243902439025,1.1333333333333333,0.87,0.5426829268292683,0.4146341463414634,0.2804878048780488,0.46153846153846156,0.05319148936170213,2.2666666666666666,0
2,0.8440000000000001,0.5909090909090909,0.42857142857142855,0.4155844155844156,0.4864864864864865,0.07692307692307693,2.5,0.935,0.5128205128205128,0.3974358974358974,0.3974358974358974,0.5135135135135135,0.025974025974025976,1.8125,1
3,0.727,0.5675675675675675,0.36486486486486486,0.2972972972972973,0.475,0.05333333333333334,2.0,0.71,0.48,0.4533333333333333,0.4133333333333333,0.525,0.0945945945945946,1.7272727272727273,1
4,0.722,0.5119047619047619,0.36904761904761907,0.21428571428571427,0.5408163265306123,0.023809523809523808,2.3636363636363638,0.8059999999999999,0.4761904761904762,0.5119047619047619,0.3690476190476191,0.45918367346938777,0.047619047619047616,3.1666666666666665,0
5,0.889,0.5517241379310345,0.47126436781609193,0.3103448275862069,0.5238095238095238,0.0625,2.909090909090909,0.654,0.53125,0.4375,0.325,0.47619047619047616,0.08045977011494253,2.5,1
6,0.7,0.5612244897959183,0.41836734693877553,0.1020408163265306,0.40425531914893614,0.06060606060606061,2.5833333333333335,0.789,0.5252525252525253,0.3939393939393939,0.1919191919191919,0.5957446808510638,0.05102040816326531,2.0,0
7,0.8079999999999999,0.4754901960784314,0.4411764705882353,0.2549019607843137,0.4661016949152542,0.09803921568627451,1.6470588235294117,0.667,0.4411764705882353,0.43137254901960786,0.3235294117647059,0.5338983050847458,0.049019607843137254,1.1,1
8,0.606,0.4647058823529412,0.4117647058823529,0.3882352941176471,0.45555555555555555,0.03571428571428571,2.0,0.87,0.5357142857142857,0.30952380952380953,0.27380952380952384,0.5444444444444444,0.058823529411764705,2.076923076923077,0
9,0.743,0.5380434782608695,0.44565217391304346,0.3804347826086957,0.5698924731182796,0.04597701149425287,3.857142857142857,0.76,0.4827586206896552,0.367816091954023,0.28735632183908044,0.43010752688172044,0.06521739130434782,1.4615384615384615,1
10,0.778,0.5670731707317073,0.35365853658536583,0.32926829268292684,0.5747126436781609,0.10465116279069768,1.875,0.944,0.5465116279069767,0.45348837209302323,0.20930232558139536,0.42528735632183906,0.012195121951219513,1.7692307692307692,1
11,0.852,0.45698924731182794,0.4731182795698925,0.2903225806451613,0.5660377358490566,0.11956521739130435,1.75,0.85,0.4510869565217392,0.45652173913043476,0.21739130434782608,0.4339622641509434,0.043010752688172046,1.4166666666666667,1
12,0.833,0.6011904761904762,0.39285714285714285,0.21428571428571427,0.47191011235955055,0.0963855421686747,2.142857142857143,0.871,0.4036144578313253,0.3373493975903614,0.3734939759036144,0.5280898876404494,0.05952380952380952,1.0,1
