,PTS,FGM,FGA,FGPerc,3PM,3PA,3PPerc,FTM,FTA,FTPerc,OREB,DREB,REB,AST,STL,BLK,TOV,PF,EFGPerc,FTR
15272,113.0,41.0,82.0,50.0,11.0,26.0,42.3,20.0,22.0,90.9,5.0,30.0,35.0,25.0,10.0,7.0,11.0,22.0,0.5670731707317073,0.2682926829268293
15273,103.0,36.0,76.0,47.4,7.0,23.0,30.4,24.0,34.0,70.6,12.0,33.0,45.0,18.0,8.0,6.0,14.0,20.0,0.5197368421052632,0.4473684210526316
15274,98.0,33.0,85.0,38.8,12.0,31.0,38.7,20.0,28.0,71.4,8.0,29.0,37.0,26.0,13.0,3.0,14.0,29.0,0.4588235294117647,0.32941176470588235
15275,102.0,39.0,85.0,45.9,6.0,13.0,46.2,18.0,26.0,69.2,14.0,27.0,41.0,18.0,8.0,4.0,10.0,23.0,0.4941176470588236,0.3058823529411765
15276,97.0,41.0,83.0,49.4,7.0,20.0,35.0,8.0,11.0,72.7,12.0,23.0,35.0,22.0,7.0,2.0,13.0,18.0,0.536144578313253,0.13253012048192772
15277,96.0,35.0,79.0,44.3,7.0,16.0,43.8,19.0,24.0,79.2,6.0,28.0,34.0,17.0,7.0,4.0,18.0,21.0,0.4873417721518987,0.3037974683544304
15278,108.0,42.0,77.0,54.5,6.0,24.0,25.0,18.0,23.0,78.3,11.0,28.0,39.0,23.0,6.0,0.0,15.0,11.0,0.5844155844155844,0.2987012987012987
15279,91.0,35.0,74.0,47.3,6.0,14.0,42.9,15.0,23.0,65.2,8.0,27.0,35.0,23.0,1.0,6.0,8.0,14.0,0.5135135135135135,0.3108108108108108
15280,105.0,31.0,70.0,44.3,11.0,27.0,40.7,32.0,42.0,76.2,7.0,42.0,49.0,26.0,10.0,9.0,20.0,22.0,0.5214285714285715,0.5312500000000001
15281,108.0,42.0,88.0,47.7,9.0,20.0,45.0,15.0,18.0,83.3,14.0,31.0,45.0,27.0,7.0,5.0,6.0,17.0,0.5284090909090909,0.20454545454545456
15282,121.0,46.0,91.0,50.5,10.0,23.0,43.5,19.0,26.0,73.1,14.0,35.0,49.0,33.0,13.0,5.0,11.0,23.0,0.5604395604395604,0.2857142857142857
15283,84.0,31.0,78.0,39.7,12.0,33.0,36.4,10.0,14.0,71.4,11.0,26.0,37.0,23.0,16.0,7.0,21.0,22.0,0.4743589743589744,0.1794871794871795
15284,100.0,39.0,84.0,46.4,10.0,31.0,32.3,12.0,18.0,66.7,12.0,31.0,43.0,27.0,11.0,10.0,15.0,18.0,0.5238095238095238,0.21428571428571427
15285,100.0,42.0,89.0,47.2,8.0,23.0,34.8,8.0,25.0,48.05000000000001,15.0,37.0,52.0,23.0,6.0,1.0,12.0,22.0,0.5168539325842697,0.2808988764044944
15286,102.0,41.0,83.0,49.4,12.0,27.0,44.4,8.0,18.0,48.05000000000001,10.0,35.0,45.0,21.0,4.0,0.0,16.0,27.0,0.5662650602409639,0.21686746987951808
15287,115.0,43.0,86.0,50.0,9.0,23.0,39.1,20.0,23.0,87.0,17.0,35.0,52.0,30.0,5.0,10.0,13.0,15.0,0.5523255813953488,0.26744186046511625
15288,100.0,40.0,89.0,44.9,7.0,22.0,31.8,13.0,17.0,76.5,9.0,23.0,32.0,19.0,6.0,3.0,6.0,15.0,0.4887640449438202,0.19101123595505615
15289,97.0,35.0,78.0,44.9,12.0,27.0,44.4,15.0,22.0,68.2,11.0,32.0,43.0,22.0,8.0,6.0,18.0,17.0,0.5256410256410257,0.28205128205128205
15290,92.0,37.0,79.0,46.8,4.0,15.0,26.7,14.0,19.0,73.7,6.0,36.0,42.0,21.0,6.0,3.0,11.0,18.0,0.4936708860759494,0.2405063291139241
15291,82.0,33.0,80.0,41.3,7.0,16.0,43.8,9.0,17.0,52.9,7.0,37.0,44.0,24.0,8.0,6.0,12.0,18.0,0.45625,0.2125
15292,104.0,37.0,75.0,49.3,8.0,20.0,40.0,22.0,26.0,84.6,8.0,32.0,40.0,25.0,10.0,5.0,13.0,20.0,0.5466666666666666,0.3466666666666667
15293,88.0,33.0,81.0,40.7,6.0,15.0,40.0,16.0,19.0,84.2,10.0,33.0,43.0,19.0,7.0,3.0,12.0,23.0,0.4444444444444444,0.2345679012345679
15294,94.0,34.0,82.0,41.5,3.0,13.0,23.1,23.0,26.0,88.5,16.0,31.0,47.0,18.0,10.0,2.0,15.0,22.0,0.4329268292682927,0.3170731707317073
15295,102.0,36.0,83.0,43.4,3.0,11.0,27.3,27.0,34.0,79.4,16.0,30.0,46.0,19.0,12.0,4.0,14.0,17.0,0.4518072289156626,0.40963855421686746
15296,101.0,42.0,84.0,50.0,6.0,16.0,37.5,11.0,18.0,61.1,11.0,27.0,38.0,18.0,12.0,6.0,16.0,25.0,0.5357142857142857,0.21428571428571427
15297,75.0,25.0,78.0,32.1,7.0,27.0,25.9,18.0,22.0,81.8,13.0,33.0,46.0,14.0,7.0,3.0,15.0,19.0,0.36538461538461536,0.28205128205128205
15298,97.0,38.0,90.0,42.2,6.0,23.0,26.1,15.0,18.0,83.3,14.0,30.0,44.0,23.0,5.0,1.0,13.0,21.0,0.4555555555555556,0.2
15299,80.0,27.0,76.0,35.5,7.0,16.0,43.8,19.0,23.0,82.6,10.0,36.0,46.0,15.0,7.0,3.0,14.0,15.0,0.4013157894736841,0.3026315789473684
15300,83.0,32.0,77.0,41.6,4.0,21.0,19.0,15.0,21.0,71.4,10.0,36.0,46.0,18.0,7.0,9.0,16.0,18.0,0.4415584415584416,0.2727272727272727
15301,75.0,30.0,81.0,37.0,4.0,19.0,21.1,11.0,18.0,61.1,8.0,32.0,40.0,24.0,7.0,3.0,13.0,19.0,0.3950617283950617,0.2222222222222222
15302,92.0,37.0,84.0,44.0,10.0,22.0,45.5,8.0,13.0,61.5,11.0,30.0,41.0,18.0,7.0,3.0,10.0,21.0,0.5,0.15476190476190474
15303,85.0,34.0,91.0,37.4,3.0,11.0,27.3,14.0,17.0,82.4,20.0,34.0,54.0,22.0,11.0,5.0,11.0,18.0,0.3901098901098901,0.1868131868131868
15304,85.0,31.0,81.0,38.3,14.0,35.0,40.0,9.0,15.0,60.0,10.0,34.0,44.0,21.0,7.0,4.0,14.0,26.0,0.4691358024691358,0.1851851851851852
15305,86.0,33.0,92.0,35.9,5.0,24.0,20.8,15.0,20.0,75.0,8.0,36.0,44.0,21.0,2.0,8.0,12.0,19.0,0.3858695652173913,0.21739130434782608
15306,94.0,33.0,80.0,41.3,5.0,25.0,20.0,23.0,25.0,92.0,9.0,31.0,40.0,22.0,8.0,5.0,14.0,22.0,0.44375,0.3125
15307,114.0,41.0,82.0,50.0,10.0,25.0,40.0,22.0,35.0,62.9,12.0,32.0,44.0,28.0,8.0,8.0,12.0,11.0,0.5609756097560976,0.4268292682926829
15308,106.0,42.0,87.0,48.3,10.0,32.0,31.3,12.0,19.0,63.2,18.0,34.0,52.0,16.0,8.0,6.0,13.0,19.0,0.5402298850574713,0.2183908045977012
15309,74.0,27.0,78.0,34.6,6.0,20.0,30.0,14.0,18.0,77.8,12.0,35.0,47.0,15.0,5.0,4.0,17.0,19.0,0.38461538461538464,0.2307692307692308
15310,90.0,34.0,82.0,41.5,6.0,13.0,46.2,16.0,21.0,76.2,12.0,23.0,35.0,19.0,6.0,1.0,12.0,14.0,0.451219512195122,0.25609756097560976
15311,116.0,37.0,79.0,46.8,10.0,24.0,41.7,32.0,41.0,78.0,12.0,28.0,40.0,26.0,8.0,6.0,22.0,24.0,0.5316455696202531,0.5189873417721519
15312,87.0,33.0,91.0,36.3,9.0,26.0,34.6,12.0,17.0,70.6,15.0,37.0,52.0,22.0,10.0,5.0,20.0,17.0,0.4120879120879121,0.1868131868131868
15313,95.0,37.0,82.0,45.1,8.0,21.0,38.1,13.0,14.0,92.9,9.0,41.0,50.0,22.0,12.0,8.0,17.0,19.0,0.5,0.17073170731707318
15314,91.0,34.0,78.0,43.6,10.0,28.0,35.7,13.0,18.0,72.2,8.0,36.0,44.0,20.0,6.0,5.0,12.0,16.0,0.5,0.2307692307692308
15315,105.0,40.0,91.0,44.0,8.0,22.0,36.4,17.0,18.0,94.4,16.0,40.0,56.0,20.0,12.0,7.0,15.0,23.0,0.4835164835164835,0.1978021978021978
15316,120.0,44.0,88.0,50.0,11.0,26.0,42.3,21.0,30.0,70.0,6.0,28.0,34.0,26.0,7.0,8.0,13.0,29.0,0.5625,0.3409090909090909
15317,101.0,39.0,87.0,44.8,11.0,32.0,34.4,12.0,19.0,63.2,11.0,28.0,39.0,23.0,10.0,3.0,13.0,29.0,0.5114942528735632,0.2183908045977012
15318,104.0,44.0,93.0,47.3,0.0,11.0,8.95,16.0,25.0,64.0,10.0,47.0,57.0,32.0,10.0,10.5,10.0,18.0,0.4731182795698925,0.26881720430107525
15319,108.0,42.0,74.0,56.8,11.0,21.0,52.4,13.0,22.0,59.1,3.0,33.0,36.0,26.0,9.0,4.0,12.0,20.0,0.6418918918918919,0.2972972972972973
15320,106.0,40.0,87.0,46.0,12.0,32.0,37.5,14.0,18.0,77.8,9.0,35.0,44.0,27.0,11.0,8.0,15.0,20.0,0.5287356321839081,0.20689655172413796
15321,88.0,33.0,89.0,37.1,9.0,31.0,29.0,13.0,18.0,72.2,11.0,33.0,44.0,19.0,11.0,3.0,16.0,15.0,0.4213483146067416,0.20224719101123595
15322,93.0,33.0,78.0,42.3,8.0,24.0,33.3,19.0,24.0,79.2,11.0,31.0,42.0,21.0,9.0,3.0,15.0,24.0,0.4743589743589744,0.3076923076923077
15323,99.0,34.0,80.0,42.5,5.0,15.0,33.3,26.0,29.0,89.7,9.0,37.0,46.0,16.0,8.0,1.0,12.0,27.0,0.45625,0.3625
15324,85.0,28.0,75.0,37.3,10.0,30.0,33.3,19.0,28.0,67.9,4.0,32.0,36.0,18.0,11.0,3.0,17.0,17.0,0.44,0.37333333333333335
15325,127.0,47.0,92.0,51.1,7.0,26.0,26.9,26.0,30.0,86.7,9.0,36.0,45.0,22.0,5.0,3.0,9.0,21.0,0.5489130434782609,0.32608695652173914
15326,99.0,39.0,90.0,43.3,6.0,22.0,27.3,15.0,17.0,88.2,11.0,39.0,50.0,16.0,7.0,5.0,13.0,21.0,0.4666666666666667,0.18888888888888888
15327,90.0,30.0,84.0,35.7,3.0,18.0,16.7,27.0,32.0,84.4,14.0,36.0,50.0,15.0,10.0,3.0,16.0,19.0,0.375,0.3809523809523809
15328,105.0,40.0,84.0,47.6,11.0,23.0,47.8,14.0,22.0,63.6,7.0,35.0,42.0,26.0,12.0,4.0,13.0,17.0,0.5416666666666666,0.2619047619047619
15329,93.0,35.0,84.0,41.7,8.0,30.0,26.7,15.0,20.0,75.0,12.0,38.0,50.0,22.0,6.0,4.0,16.0,18.0,0.4642857142857143,0.2380952380952381
15330,108.0,36.0,86.0,41.9,13.0,25.0,52.0,23.0,26.0,88.5,14.0,37.0,51.0,26.0,5.0,3.0,8.0,15.0,0.4941860465116279,0.3023255813953488
15331,100.0,37.0,86.0,43.0,8.0,27.0,29.6,18.0,25.0,72.0,11.0,30.0,41.0,21.0,8.0,2.0,13.0,19.0,0.4767441860465117,0.2906976744186047
15332,72.0,29.0,88.0,33.0,9.0,29.0,31.0,5.0,10.0,50.0,17.0,35.0,52.0,18.0,6.0,3.0,16.0,17.0,0.3806818181818182,0.11363636363636365
15333,110.0,42.0,94.0,44.7,9.0,25.0,36.0,17.0,28.0,60.7,17.0,38.0,55.0,21.0,10.0,6.0,11.0,20.0,0.4946808510638298,0.2978723404255319
15334,103.0,42.0,92.0,45.7,7.0,28.0,25.0,12.0,17.0,70.6,9.0,29.0,38.0,20.0,5.0,4.0,5.0,21.0,0.4945652173913043,0.18478260869565216
15335,99.0,39.0,87.0,44.8,11.0,30.0,36.7,10.0,11.0,90.9,9.0,37.0,46.0,25.0,7.0,3.0,17.0,20.0,0.5114942528735632,0.1264367816091954
15336,93.0,34.0,82.0,41.5,13.0,29.0,44.8,12.0,20.0,60.0,13.0,36.0,49.0,24.0,10.0,4.0,10.0,13.0,0.4939024390243902,0.24390243902439024
15337,103.0,37.0,74.0,50.0,8.0,23.0,34.8,21.0,25.0,84.0,7.0,27.0,34.0,27.0,13.0,9.0,14.0,16.0,0.5540540540540541,0.33783783783783783
15338,94.0,34.0,76.0,44.7,5.0,14.0,35.7,21.0,25.0,84.0,11.0,27.0,38.0,24.0,8.0,4.0,21.0,18.0,0.4802631578947368,0.32894736842105265
15339,122.0,49.0,101.0,48.5,4.0,19.0,21.1,20.0,26.0,76.9,14.0,36.0,50.0,19.0,7.0,4.0,7.0,20.0,0.504950495049505,0.25742574257425743
15340,93.0,36.0,87.0,41.4,4.0,18.0,22.2,17.0,27.0,63.0,12.0,37.0,49.0,20.0,6.0,3.0,11.0,18.0,0.4367816091954023,0.3103448275862069
15341,87.0,32.0,90.0,35.6,7.0,24.0,29.2,16.0,23.0,69.6,14.0,34.0,48.0,14.0,8.0,5.0,11.0,23.0,0.3944444444444444,0.25555555555555554
15342,101.0,38.0,80.0,47.5,11.0,31.0,35.5,14.0,22.0,63.6,7.0,37.0,44.0,22.0,11.0,5.0,17.0,24.0,0.54375,0.275
15343,100.0,37.0,82.0,45.1,5.0,18.0,27.8,21.0,30.0,70.0,14.0,35.0,49.0,14.0,8.0,4.0,23.0,18.0,0.4817073170731707,0.36585365853658536
15344,82.0,34.0,81.0,42.0,5.0,16.0,31.3,9.0,13.0,69.2,6.0,27.0,33.0,22.0,3.0,6.0,10.0,18.0,0.4506172839506173,0.16049382716049382
15345,69.0,29.0,87.0,33.3,2.0,26.0,8.95,9.0,10.0,90.0,10.0,37.0,47.0,19.0,6.0,5.0,16.0,19.0,0.3448275862068966,0.11494252873563217
15346,123.0,50.0,104.0,47.2,3.0,9.0,33.3,20.0,25.0,80.0,18.0,36.0,54.0,26.0,5.0,8.0,13.0,27.0,0.4858490566037736,0.2358490566037736
15347,99.0,39.0,88.0,44.3,3.0,16.0,18.8,18.0,27.0,66.7,13.0,44.0,57.0,17.0,8.0,4.0,9.0,11.0,0.4602272727272727,0.3068181818181818
15348,118.0,43.0,104.0,41.3,6.0,25.0,24.0,26.0,32.0,81.3,17.0,32.0,49.0,26.0,9.0,6.0,11.0,21.0,0.4423076923076923,0.3076923076923077
15349,115.0,45.0,87.0,51.7,12.0,25.0,48.0,13.0,18.0,72.2,7.0,31.0,38.0,29.0,16.0,8.0,15.0,24.0,0.5862068965517241,0.20689655172413796
15350,103.0,42.0,79.0,53.2,6.0,18.0,33.3,13.0,18.0,72.2,8.0,41.0,49.0,25.0,4.0,4.0,11.0,16.0,0.569620253164557,0.2278481012658228
15351,99.0,36.0,88.0,40.9,14.0,35.0,40.0,13.0,15.0,86.7,11.0,28.0,39.0,21.0,14.0,7.0,16.0,19.0,0.4886363636363637,0.17045454545454544
15352,119.0,43.0,84.0,51.2,17.0,34.0,50.0,16.0,19.0,84.2,11.0,28.0,39.0,29.0,12.0,4.0,16.0,24.0,0.6130952380952381,0.2261904761904762
15353,98.0,37.0,88.0,42.0,8.0,18.0,44.4,16.0,23.0,69.6,15.0,35.0,50.0,13.0,2.0,3.0,13.0,16.0,0.4659090909090909,0.26136363636363635
15354,94.0,35.0,80.0,43.8,10.0,31.0,32.3,14.0,17.0,82.4,11.0,28.0,39.0,18.0,5.0,5.0,8.0,20.0,0.5,0.2125
15355,92.0,34.0,85.0,40.0,5.0,22.0,22.7,19.0,22.0,86.4,10.0,37.0,47.0,10.0,7.0,7.0,13.0,22.0,0.4294117647058823,0.25882352941176473
15356,102.0,35.0,73.0,47.9,7.0,17.0,41.2,25.0,29.0,86.2,6.0,25.0,31.0,17.0,6.0,4.0,17.0,18.0,0.5273972602739726,0.3972602739726027
15357,94.0,35.0,82.0,42.7,10.0,25.0,40.0,14.0,16.0,87.5,10.0,36.0,46.0,16.0,10.0,7.0,23.0,16.0,0.4878048780487805,0.1951219512195122
15358,110.0,38.0,77.0,49.4,6.0,16.0,37.5,28.0,32.0,87.5,6.0,39.0,45.0,18.0,6.0,4.0,11.0,11.0,0.5324675324675324,0.4155844155844156
15359,69.0,24.5,75.0,30.7,2.0,20.0,10.0,21.0,23.0,91.3,14.0,24.0,38.0,15.0,12.0,5.0,17.0,16.0,0.328846153846154,0.30666666666666664
15360,86.0,34.0,83.0,41.0,6.0,18.0,33.3,12.0,14.0,85.7,8.0,35.0,43.0,23.0,7.0,4.0,12.0,17.0,0.4457831325301205,0.1686746987951807
15361,89.0,37.0,78.0,47.4,7.0,21.0,33.3,8.0,12.0,66.7,13.0,35.0,48.0,27.0,11.0,10.0,19.0,19.0,0.5192307692307693,0.15384615384615385
15362,98.0,42.0,91.0,46.2,7.0,23.0,30.4,7.0,9.0,77.8,9.0,30.0,39.0,22.0,9.0,4.0,13.0,22.0,0.5,0.0989010989010989
15363,102.0,39.0,87.0,44.8,9.0,24.0,37.5,15.0,18.0,83.3,9.0,26.0,35.0,26.0,6.0,5.0,8.0,20.0,0.5,0.20689655172413796
15364,113.0,38.0,82.0,46.3,12.0,33.0,36.4,25.0,26.0,96.2,12.0,33.0,45.0,29.0,4.0,4.0,11.0,18.0,0.5365853658536586,0.3170731707317073
15365,100.0,40.0,91.0,44.0,8.0,17.0,47.1,12.0,17.0,70.6,11.0,40.0,51.0,29.0,8.0,6.0,10.0,17.0,0.4835164835164835,0.1868131868131868
15366,85.0,32.0,82.0,39.0,3.0,15.0,20.0,18.0,24.0,75.0,17.0,31.0,48.0,15.0,2.0,6.0,9.0,15.0,0.4085365853658536,0.2926829268292683
15367,95.0,35.0,83.0,42.2,10.0,29.0,34.5,15.0,18.0,83.3,10.0,39.0,49.0,23.0,7.0,8.0,14.0,14.0,0.4819277108433735,0.21686746987951808
15368,99.0,34.0,85.0,40.0,15.0,37.0,40.5,16.0,18.0,88.9,14.0,32.0,46.0,16.0,3.0,1.0,8.0,15.0,0.4882352941176471,0.21176470588235294
15369,89.0,35.0,81.0,43.2,5.0,24.0,20.8,14.0,20.0,70.0,16.0,31.0,47.0,17.0,2.0,6.0,9.0,18.0,0.462962962962963,0.2469135802469136
15370,106.0,40.0,88.0,45.5,11.0,29.0,37.9,15.0,18.0,83.3,7.0,34.0,41.0,23.0,10.0,2.0,9.0,16.0,0.5170454545454546,0.20454545454545456
15371,94.0,34.0,76.0,44.7,9.0,26.0,34.6,17.0,25.0,68.0,10.0,27.0,37.0,13.0,7.0,6.0,8.0,20.0,0.506578947368421,0.32894736842105265
15372,93.0,39.0,85.0,45.9,10.0,17.0,58.8,5.0,7.0,71.4,8.0,31.0,39.0,30.0,4.0,7.0,8.0,22.0,0.5176470588235295,0.08235294117647059
15373,92.0,37.0,87.0,42.5,5.0,20.0,25.0,13.0,16.0,81.3,8.0,30.0,38.0,17.0,9.0,4.0,11.0,19.0,0.4540229885057471,0.1839080459770115
15374,109.0,42.0,79.0,53.2,10.0,21.0,47.6,15.0,20.0,75.0,9.0,31.0,40.0,23.0,6.0,0.0,13.0,17.0,0.5949367088607594,0.2531645569620253
15375,109.0,39.0,71.0,54.9,9.0,16.0,56.3,22.0,30.0,73.3,4.0,30.0,34.0,25.0,7.0,3.0,12.0,22.0,0.6126760563380281,0.4225352112676056
15376,102.0,38.0,75.0,50.7,7.0,20.0,35.0,19.0,26.0,73.1,5.0,28.0,33.0,20.0,5.0,1.0,12.0,23.0,0.5533333333333333,0.3466666666666667
15377,103.0,39.0,93.0,41.9,9.0,34.0,26.5,16.0,17.0,94.1,13.0,34.0,47.0,19.0,9.0,4.0,9.0,20.0,0.4677419354838709,0.1827956989247312
15378,98.0,38.0,78.0,48.7,4.0,16.0,25.0,18.0,27.0,66.7,9.0,42.0,51.0,19.0,8.0,2.0,16.0,18.0,0.5128205128205128,0.3461538461538461
15379,113.0,42.0,98.0,42.9,8.0,29.0,27.6,21.0,23.0,91.3,19.0,42.0,61.0,19.0,6.0,6.0,21.0,18.0,0.4693877551020408,0.2346938775510204
15380,91.0,34.0,82.0,41.5,7.0,18.0,38.9,16.0,23.0,69.6,11.0,32.0,43.0,22.0,4.0,3.0,14.0,22.0,0.4573170731707317,0.2804878048780488
15381,95.0,35.0,83.0,42.2,8.0,24.0,33.3,17.0,23.0,73.9,16.0,35.0,51.0,21.0,4.0,8.0,18.0,17.0,0.4698795180722892,0.27710843373493976
15382,111.0,48.0,104.0,42.5,9.0,33.0,27.3,6.0,12.0,50.0,15.0,33.0,48.0,31.0,9.0,2.0,13.0,15.0,0.4646017699115044,0.10619469026548672
15383,104.0,34.0,73.0,46.6,9.0,26.0,34.6,27.0,34.0,79.4,8.0,34.0,42.0,21.0,9.0,6.0,10.0,27.0,0.5273972602739726,0.4657534246575342
15384,90.0,38.0,78.0,48.7,7.0,26.0,26.9,7.0,10.0,70.0,8.0,27.0,35.0,20.0,8.0,3.0,16.0,20.0,0.532051282051282,0.1282051282051282
15385,84.0,29.0,85.0,34.1,2.0,13.0,15.4,24.0,32.0,75.0,15.0,35.0,50.0,13.0,9.0,5.0,13.0,17.0,0.35294117647058826,0.3764705882352941
15386,98.0,40.0,83.0,48.2,8.0,21.0,38.1,10.0,15.0,66.7,8.0,30.0,38.0,26.0,7.0,4.0,10.0,15.0,0.5301204819277109,0.18072289156626506
15387,103.0,36.0,76.0,47.4,7.0,18.0,38.9,24.0,26.0,92.3,7.0,32.0,39.0,25.0,11.0,6.0,15.0,17.0,0.5197368421052632,0.34210526315789475
15388,94.0,37.0,78.0,47.4,4.0,12.0,33.3,16.0,25.0,64.0,13.0,31.0,44.0,14.0,8.0,3.0,17.0,22.0,0.5,0.3205128205128205
15389,92.0,36.0,86.0,41.9,4.0,20.0,20.0,16.0,24.0,66.7,14.0,38.0,52.0,17.0,9.0,10.5,15.0,23.0,0.4418604651162791,0.2790697674418605
15390,74.0,28.0,81.0,34.6,2.0,15.0,13.3,16.0,21.0,76.2,13.0,25.0,38.0,15.0,7.0,9.0,12.0,19.0,0.3580246913580247,0.25925925925925924
15391,90.0,35.0,82.0,42.7,9.0,24.0,37.5,11.0,19.0,57.9,10.0,29.0,39.0,18.0,9.0,10.0,14.0,23.0,0.4817073170731707,0.23170731707317074
15392,99.0,35.0,74.0,47.3,8.0,19.0,42.1,21.0,23.0,91.3,5.0,32.0,37.0,18.0,8.0,3.0,14.0,15.0,0.527027027027027,0.3108108108108108
15393,102.0,38.0,80.0,47.5,7.0,19.0,36.8,19.0,22.0,86.4,10.0,35.0,45.0,25.0,10.0,8.0,13.0,17.0,0.51875,0.275
15394,99.0,39.0,86.0,45.3,7.0,16.0,43.8,14.0,19.0,73.7,17.0,35.0,52.0,28.0,10.0,10.5,11.0,17.0,0.4941860465116279,0.22093023255813954
15395,114.0,43.0,81.0,53.1,5.0,15.0,33.3,23.0,29.0,79.3,6.0,31.0,37.0,23.0,9.0,5.0,8.0,21.0,0.5617283950617284,0.3580246913580247
15396,101.0,35.0,83.0,42.2,5.0,22.0,22.7,26.0,30.0,86.7,14.0,27.0,41.0,22.0,9.0,6.0,15.0,17.0,0.4518072289156626,0.3614457831325301
15397,112.0,45.0,80.0,56.3,10.0,28.0,35.7,12.0,18.0,66.7,8.0,21.0,29.0,30.0,8.0,5.0,10.0,20.0,0.625,0.225
15398,111.0,41.0,95.0,43.2,10.0,28.0,35.7,19.0,27.0,70.4,13.0,35.0,48.0,23.0,5.0,3.0,14.0,21.0,0.4842105263157895,0.2842105263157895
15399,87.0,34.0,79.0,43.0,1.0,13.0,8.95,18.0,25.0,72.0,13.0,40.0,53.0,20.0,4.0,2.0,21.0,18.0,0.4367088607594937,0.3164556962025317
15400,120.0,43.0,87.0,49.4,10.0,23.0,43.5,24.0,36.0,66.7,14.0,36.0,50.0,28.0,7.0,5.0,11.0,20.0,0.5517241379310345,0.4137931034482759
15401,96.0,38.0,84.0,45.2,1.0,13.0,8.95,19.0,23.0,82.6,13.0,41.0,54.0,19.0,6.0,10.5,10.0,15.0,0.4583333333333333,0.27380952380952384
15402,109.0,40.0,79.0,50.6,8.0,17.0,47.1,21.0,25.0,84.0,11.0,29.0,40.0,27.0,9.0,3.0,9.0,25.0,0.5569620253164557,0.3164556962025317
15403,84.0,31.0,87.0,35.6,7.0,24.0,29.2,15.0,19.0,78.9,14.0,29.0,43.0,15.0,5.0,10.0,9.0,16.0,0.3965517241379311,0.2183908045977012
15404,100.0,37.0,71.0,52.1,6.0,16.0,37.5,20.0,25.0,80.0,11.0,26.0,37.0,24.0,4.0,2.0,13.0,18.0,0.5633802816901409,0.35211267605633795
15405,99.0,38.0,78.0,48.7,6.0,17.0,35.3,17.0,23.0,73.9,3.0,30.0,33.0,22.0,7.0,5.0,12.0,21.0,0.5256410256410257,0.2948717948717949
15406,115.0,41.0,101.0,40.6,12.0,29.0,41.4,21.0,28.0,75.0,14.0,31.0,45.0,26.0,7.0,3.0,9.0,24.0,0.4653465346534654,0.27722772277227725
15407,108.0,36.0,82.0,43.9,16.0,36.0,44.4,20.0,29.0,69.0,11.0,37.0,48.0,17.0,5.0,8.0,11.0,14.0,0.5365853658536586,0.35365853658536583
15408,98.0,37.0,94.0,39.4,10.0,30.0,33.3,14.0,18.0,77.8,10.0,32.0,42.0,26.0,6.0,6.0,8.0,23.0,0.44680851063829785,0.1914893617021277
15409,110.0,41.0,90.0,45.6,12.0,34.0,35.3,16.0,23.0,69.6,14.0,30.0,44.0,24.0,5.0,2.0,14.0,21.0,0.5222222222222223,0.25555555555555554
15410,117.0,48.0,90.0,53.3,4.0,14.0,28.6,17.0,23.0,73.9,10.0,40.0,50.0,29.0,5.0,2.0,17.0,27.0,0.5555555555555556,0.25555555555555554
15411,106.0,43.0,83.0,51.8,8.0,20.0,40.0,12.0,18.0,66.7,9.0,38.0,47.0,27.0,8.0,5.0,14.0,23.0,0.5662650602409639,0.21686746987951808
15412,114.0,42.0,89.0,47.2,8.0,23.0,34.8,22.0,25.0,88.0,9.0,38.0,47.0,29.0,9.0,3.0,13.0,20.0,0.5168539325842697,0.2808988764044944
15413,95.0,39.0,82.0,47.6,8.0,17.0,47.1,9.0,13.0,69.2,13.0,29.0,42.0,29.0,12.0,5.0,17.0,26.0,0.5243902439024389,0.15853658536585366
15414,99.0,35.0,87.0,40.2,13.0,44.0,29.5,16.0,21.0,76.2,11.0,35.0,46.0,22.0,13.0,4.0,14.0,23.0,0.4770114942528736,0.2413793103448276
15415,106.0,39.0,81.0,48.1,9.0,24.0,37.5,19.0,25.0,76.0,13.0,25.0,38.0,20.0,5.0,6.0,9.0,19.0,0.5370370370370371,0.308641975308642
15416,100.0,34.0,80.0,42.5,10.0,29.0,34.5,22.0,27.0,81.5,5.0,26.0,31.0,23.0,5.0,8.0,11.0,25.0,0.4875,0.3375
15417,101.0,41.0,81.0,50.6,11.0,17.0,61.35000000000001,8.0,10.0,80.0,9.0,36.0,45.0,33.0,6.0,6.0,20.0,21.0,0.5740740740740741,0.12345679012345677
15418,101.0,37.0,79.0,46.8,6.0,14.0,42.9,21.0,25.0,84.0,9.0,38.0,47.0,24.0,10.0,7.0,18.0,20.0,0.5063291139240507,0.3164556962025317
15419,83.0,31.0,81.0,38.3,9.0,24.0,37.5,12.0,22.0,54.5,15.0,33.0,48.0,18.0,7.0,2.0,23.0,19.0,0.4382716049382716,0.2716049382716049
15420,86.0,31.0,86.0,36.0,6.0,25.0,24.0,18.0,25.0,72.0,16.0,30.0,46.0,14.0,11.0,2.0,19.0,14.0,0.3953488372093023,0.2906976744186047
15421,73.0,29.0,75.0,38.7,5.0,15.0,33.3,10.0,16.0,62.5,8.0,21.0,29.0,17.0,10.0,9.0,17.0,17.0,0.42,0.21333333333333332
