,PTS,FGM,FGA,FGPerc,3PM,3PA,3PPerc,FTM,FTA,FTPerc,OREB,DREB,REB,AST,STL,BLK,TOV,PF,EFGPerc,FTR,Target
10389,94,34,76,44.7,7,25,28,19,24,79.2,13,22,35,23,10,2,17,19,0.4934210526315789,0.3157894736842105,0
10390,97,37,64,57.8,3,10,30,20,22,90.9,4,30,34,23,10,2,20,24,0.6015625,0.34375,1
10391,106,39,80,48.8,9,21,42.9,19,23,82.6,9,42,51,26,6,2,14,26,0.54375,0.2875,1
10392,103,39,89,43.8,5,25,20,20,24,83.3,11,36,47,20,8,3,18,25,0.46629213483146065,0.2696629213483146,0
10393,110,45,81,55.6,7,18,38.9,13,16,81.3,12,30,42,27,14,7,24,17,0.5987654320987654,0.19753086419753085,1
10394,105,40,79,50.6,9,21,42.9,16,20,80,6,24,30,18,10,4,8,18,0.5632911392405063,0.25316455696202533,1
10395,74,28,84,33.3,7,24,29.2,11,20,55,10,37,47,19,11,7,17,16,0.375,0.23809523809523808,0
10396,131,52,95,54.7,16,35,45.7,11,15,73.3,10,36,46,29,10,6,15,19,0.631578947368421,0.15789473684210525,1
10397,105,39,82,47.6,15,35,42.9,12,17,70.6,10,26,36,26,20,3,23,15,0.5670731707317073,0.2073170731707317,0
10398,123,44,100,44,14,33,42.4,21,26,80.8,16,28,44,23,8,3,16,18,0.51,0.26,0
10399,88,33,81,40.7,3,14,21.4,19,22,86.4,11,22,33,14,6,4,15,17,0.42592592592592593,0.2716049382716049,0
10400,125,47,84,56,13,26,50,18,23,78.3,10,36,46,31,11,3,12,17,0.6369047619047619,0.27380952380952384,1
10401,85,38,88,43.2,1,16,6.3,8,10,80,10,44,54,14,9,8,20,19,0.4375,0.11363636363636363,1
10402,100,40,79,50.6,11,26,42.3,9,16,56.3,10,26,36,21,3,2,18,25,0.5759493670886076,0.20253164556962025,0
10403,114,43,77,55.8,10,28,35.7,18,24,75,9,31,40,29,6,2,15,18,0.6233766233766234,0.3116883116883117,1
10404,106,38,92,41.3,15,36,41.7,15,22,68.2,19,25,44,23,7,0,12,22,0.4945652173913043,0.2391304347826087,0
10405,111,40,81,49.4,12,28,42.9,19,24,79.2,10,36,46,24,8,8,17,18,0.5679012345679012,0.2962962962962963,1
10406,104,36,84,42.9,8,26,30.8,24,35,68.6,14,43,57,21,5,5,14,20,0.47619047619047616,0.4166666666666667,1
10407,101,41,90,45.6,6,21,28.6,13,18,72.2,16,32,48,28,11,8,20,19,0.4888888888888889,0.2,0
10408,104,37,82,45.1,13,31,41.9,17,20,85,7,36,43,21,7,3,9,14,0.5304878048780488,0.24390243902439024,1
10409,84,32,87,36.8,10,34,29.4,10,22,45.5,7,34,41,17,11,2,12,20,0.42528735632183906,0.25287356321839083,0
10410,110,38,86,44.2,8,25,32,26,29,89.7,13,30,43,21,10,9,17,26,0.4883720930232558,0.3372093023255814,1
10411,93,34,83,41,7,19,36.8,18,20,90,14,33,47,14,4,4,15,23,0.45180722891566266,0.24096385542168675,0
10412,103,41,69,59.4,5,16,31.3,16,22,72.7,4,30,34,25,5,6,16,18,0.6304347826086957,0.3188405797101449,0
10413,90,30,73,41.1,4,13,30.8,26,33,78.8,10,35,45,22,8,7,16,19,0.4383561643835616,0.4520547945205479,1
10414,106,36,82,43.9,7,18,38.9,27,35,77.1,11,35,46,18,10,3,18,29,0.4817073170731707,0.4268292682926829,0
10415,93,37,90,41.1,4,13,30.8,15,18,83.3,13,31,44,21,8,6,14,17,0.43333333333333335,0.2,0
10416,97,40,84,47.6,9,25,36,8,9,88.9,3,34,37,25,4,4,13,21,0.5297619047619048,0.10714285714285714,0
10417,68,26,75,34.7,4,24,16.7,12,21,57.1,6,25,31,14,3,1,13,25,0.37333333333333335,0.28,0
10418,103,41,92,44.6,7,17,41.2,14,17,82.4,10,30,40,18,12,4,18,17,0.483695652173913,0.18478260869565216,1
10419,88,33,85,38.8,8,33,24.2,14,18,77.8,15,31,46,21,10,7,17,25,0.43529411764705883,0.21176470588235294,0
10420,119,47,76,61.8,4,11,36.4,21,25,84,7,40,47,32,4,1,7,17,0.6447368421052632,0.32894736842105265,1
10421,102,34,74,45.9,9,25,36,25,32,78.1,8,30,38,18,7,2,7,13,0.5202702702702703,0.43243243243243246,1
10422,114,46,92,50,9,18,50,13,17,76.5,12,25,37,23,7,2,10,19,0.5489130434782609,0.18478260869565216,1
10423,98,39,89,43.8,5,17,29.4,15,23,65.2,11,35,46,21,8,2,13,18,0.46629213483146065,0.25842696629213485,0
10424,116,38,76,50,16,31,51.6,24,27,88.9,6,44,50,25,5,4,16,17,0.6052631578947368,0.35526315789473684,1
10425,111,41,93,44.1,9,24,37.5,20,26,76.9,17,44,61,20,11,1,16,21,0.489247311827957,0.27956989247311825,1
10426,114,44,86,51.2,14,33,42.4,12,23,52.2,10,36,46,25,9,9,12,18,0.5930232558139535,0.26744186046511625,1
10427,91,32,80,40,5,18,27.8,22,29,75.9,8,31,39,12,6,4,15,21,0.43125,0.3625,0
10428,95,36,90,40,5,15,33.3,18,24,75,15,31,46,23,8,5,12,16,0.42777777777777776,0.26666666666666666,1
10429,98,35,86,40.7,6,22,27.3,22,31,71,19,43,62,18,8,6,21,22,0.4418604651162791,0.36046511627906974,1
10430,93,36,82,43.9,9,31,29,12,17,70.6,11,36,47,20,8,5,18,24,0.49390243902439024,0.2073170731707317,0
10431,95,35,88,39.8,7,24,29.2,18,30,60,13,28,41,20,11,5,14,20,0.4375,0.3409090909090909,0
10432,104,42,89,47.2,8,27,29.6,12,21,57.1,6,25,31,22,9,0,6,22,0.5168539325842697,0.23595505617977527,0
10433,105,39,86,45.3,12,29,41.4,15,22,68.2,11,28,39,22,9,3,14,22,0.5232558139534884,0.2558139534883721,0
10434,102,37,89,41.6,10,34,29.4,18,25,72,13,37,50,23,10,3,9,18,0.47191011235955055,0.2808988764044944,1
10435,96,37,89,41.6,9,25,36,13,19,68.4,12,40,52,29,5,5,14,19,0.46629213483146065,0.21348314606741572,0
10436,84,31,85,36.5,6,28,21.4,16,24,66.7,11,25,36,14,8,1,14,26,0.4,0.2823529411764706,0
10437,108,37,81,45.7,11,31,35.5,23,38,60.5,13,34,47,25,8,4,17,21,0.5246913580246914,0.4691358024691358,1
10438,112,35,73,47.9,16,30,53.3,26,36,72.2,8,35,43,22,2,5,12,24,0.589041095890411,0.4931506849315068,1
10439,120,36,78,46.2,16,34,47.1,32,43,74.4,13,30,43,25,9,5,17,18,0.5641025641025641,0.5512820512820513,1
10440,119,40,93,43,12,29,41.4,27,34,79.4,12,32,44,17,10,2,15,34,0.4946236559139785,0.3655913978494624,0
10441,103,37,82,45.1,12,31,38.7,17,25,68,10,35,45,25,5,2,14,15,0.524390243902439,0.3048780487804878,1
10442,99,37,68,54.4,7,16,43.8,18,29,62.1,3,38,41,21,5,9,15,25,0.5955882352941176,0.4264705882352941,1
10443,106,44,89,49.4,2,4,50,16,24,66.7,13,36,49,25,5,6,13,22,0.5056179775280899,0.2696629213483146,1
10444,103,38,83,45.8,5,15,33.3,22,26,84.6,13,32,45,24,3,4,14,24,0.4879518072289157,0.3132530120481928,0
10445,91,32,76,42.1,6,25,24,21,28,75,6,31,37,22,4,4,15,24,0.4605263157894737,0.3684210526315789,0
10446,101,40,90,44.4,6,20,30,15,18,83.3,15,36,51,22,8,6,13,21,0.4777777777777778,0.2,0
10447,105,37,74,50,15,31,48.4,16,26,61.5,7,33,40,22,11,8,20,28,0.6013513513513513,0.35135135135135137,0
10448,109,39,77,50.6,10,20,50,21,30,70,8,32,40,23,7,3,14,21,0.5714285714285714,0.38961038961038963,1
10449,113,46,98,46.9,10,26,38.5,11,13,84.6,13,34,47,35,12,7,13,27,0.5204081632653061,0.1326530612244898,0
10450,108,44,83,53,5,17,29.4,15,22,68.2,11,36,47,26,3,3,14,22,0.5602409638554217,0.26506024096385544,1
10451,109,40,91,44,8,20,40,21,26,80.8,11,27,38,21,9,3,6,27,0.4835164835164835,0.2857142857142857,0
10452,122,43,92,46.7,8,23,34.8,28,37,75.7,19,35,54,21,7,3,15,30,0.5108695652173914,0.40217391304347827,1
10453,100,37,74,50,10,26,38.5,16,20,80,9,34,43,24,11,9,17,11,0.5675675675675675,0.2702702702702703,1
10454,91,39,91,42.9,3,11,27.3,10,15,66.7,13,36,49,15,9,4,13,13,0.44505494505494503,0.16483516483516483,0
10455,108,39,89,43.8,10,33,30.3,20,24,83.3,12,31,43,18,8,1,14,26,0.4943820224719101,0.2696629213483146,0
10456,96,37,81,45.7,8,29,27.6,14,20,70,11,31,42,23,8,5,17,17,0.5061728395061729,0.24691358024691357,0
10457,102,34,82,41.5,7,23,30.4,27,39,69.2,8,38,46,18,8,4,9,11,0.4573170731707317,0.47560975609756095,1
10458,100,39,84,46.4,12,26,46.2,10,18,55.6,15,30,45,20,12,5,18,22,0.5357142857142857,0.21428571428571427,1
10459,87,32,86,37.2,13,27,48.1,10,13,76.9,15,27,42,19,10,7,16,14,0.4476744186046512,0.1511627906976744,0
10460,95,39,87,44.8,4,18,22.2,13,14,92.9,9,42,51,21,6,6,14,33,0.47126436781609193,0.16091954022988506,0
10461,114,42,85,49.4,9,25,36,21,31,67.7,11,35,46,25,10,2,15,25,0.5470588235294118,0.36470588235294116,1
10462,108,39,87,44.8,12,27,44.4,18,21,85.7,8,36,44,25,8,6,13,14,0.5172413793103449,0.2413793103448276,1
10463,106,43,84,51.2,10,23,43.5,10,16,62.5,12,23,35,21,8,4,20,23,0.5714285714285714,0.19047619047619047,0
10464,109,40,82,48.8,10,26,38.5,19,25,76,15,26,41,19,9,2,21,21,0.5487804878048781,0.3048780487804878,1
10465,114,40,84,47.6,14,33,42.4,20,24,83.3,6,34,40,34,14,5,16,32,0.5595238095238095,0.2857142857142857,1
10466,106,38,81,46.9,12,27,44.4,18,18,100,6,36,42,30,2,4,11,19,0.5432098765432098,0.2222222222222222,1
10467,111,38,88,43.2,13,30,43.3,22,24,91.7,15,26,41,18,4,3,12,17,0.5056818181818182,0.2727272727272727,0
10468,83,30,80,37.5,2,16,12.5,21,25,84,9,28,37,19,6,6,11,17,0.3875,0.3125,0
10469,97,40,81,49.4,3,13,23.1,14,24,58.3,6,29,35,25,10,3,9,14,0.5123456790123457,0.2962962962962963,1
10470,95,35,79,44.3,4,16,25,21,24,87.5,9,35,44,15,5,1,15,18,0.46835443037974683,0.3037974683544304,0
10471,103,40,89,44.9,8,23,34.8,15,15,100,9,31,40,19,13,4,10,20,0.4943820224719101,0.16853932584269662,1
10472,123,44,85,51.8,18,36,50,17,20,85,15,33,48,26,11,3,15,20,0.6235294117647059,0.23529411764705882,1
10473,97,29,77,37.7,7,21,33.3,32,41,78,9,37,46,21,8,4,19,20,0.42207792207792205,0.5324675324675324,0
10474,103,40,80,50,10,18,55.6,13,18,72.2,10,38,48,27,8,8,15,21,0.5625,0.225,1
10475,105,39,92,42.4,8,27,29.6,19,22,86.4,9,30,39,21,9,3,4,16,0.4673913043478261,0.2391304347826087,0
10476,94,31,72,43.1,14,33,42.4,18,24,75,5,34,39,18,4,8,19,16,0.5277777777777778,0.3333333333333333,0
10477,86,33,90,36.7,8,27,29.6,12,16,75,13,30,43,22,8,7,12,20,0.4111111111111111,0.17777777777777778,0
10478,99,35,94,37.2,9,31,29,20,30,66.7,13,28,41,19,10,7,8,13,0.42021276595744683,0.3191489361702128,0
10479,99,36,89,40.4,6,17,35.3,21,27,77.8,15,47,62,22,3,10,14,17,0.43820224719101125,0.30337078651685395,1
10480,90,36,93,38.7,5,15,33.3,13,22,59.1,13,36,49,26,8,8,7,22,0.41397849462365593,0.23655913978494625,0
10481,127,44,87,50.6,12,27,44.4,27,44,61.4,13,37,50,24,10,1,18,20,0.5747126436781609,0.5057471264367817,1
10482,116,46,88,52.3,16,34,47.1,8,11,72.7,11,42,53,31,2,9,18,23,0.6136363636363636,0.125,1
10483,108,36,87,41.4,8,27,29.6,28,39,71.8,9,33,42,20,9,7,10,23,0.45977011494252873,0.4482758620689655,1
10484,103,32,76,42.1,7,20,35,32,39,82.1,9,38,47,16,7,6,14,26,0.46710526315789475,0.5131578947368421,1
10485,91,30,79,38,6,27,22.2,25,39,64.1,10,30,40,19,4,2,15,31,0.4177215189873418,0.4936708860759494,0
10486,108,41,96,42.7,8,25,32,18,20,90,16,29,45,17,18,3,16,22,0.46875,0.20833333333333334,1
10487,70,26,78,33.3,3,14,21.4,15,18,83.3,6,38,44,17,7,6,16,20,0.3525641025641026,0.23076923076923078,0
10488,101,36,88,40.9,7,25,28,22,25,88,16,40,56,20,5,6,23,32,0.44886363636363635,0.2840909090909091,0
10489,99,38,88,43.2,4,19,21.1,19,22,86.4,8,42,50,19,5,9,17,17,0.45454545454545453,0.25,1
10490,87,32,86,37.2,9,30,30,14,24,58.3,7,35,42,11,8,7,13,19,0.42441860465116277,0.27906976744186046,0
10491,122,47,97,48.5,14,33,42.4,14,15,93.3,10,26,36,28,7,3,15,33,0.5567010309278351,0.15463917525773196,0
10492,95,37,90,41.1,7,21,33.3,14,20,70,11,43,54,25,11,9,11,12,0.45,0.2222222222222222,1
10493,96,36,79,45.6,6,25,24,18,24,75,8,42,50,12,10,5,12,18,0.4936708860759494,0.3037974683544304,1
10494,104,37,79,46.8,7,21,33.3,23,31,74.2,8,33,41,24,11,2,23,15,0.5126582278481012,0.3924050632911392,0
10495,94,41,84,48.8,4,13,30.8,8,12,66.7,6,36,42,23,10,4,15,19,0.5119047619047619,0.14285714285714285,1
10496,85,28,83,33.7,9,30,30,20,23,87,10,37,47,15,8,3,18,18,0.39156626506024095,0.27710843373493976,0
10497,115,43,94,45.7,9,29,31,20,24,83.3,12,37,49,23,7,5,12,17,0.5053191489361702,0.2553191489361702,1
10498,91,33,89,37.1,8,34,23.5,17,24,70.8,12,34,46,15,4,2,11,19,0.4157303370786517,0.2696629213483146,0
10499,113,43,90,47.8,2,10,20,25,26,96.2,13,36,49,21,3,4,6,23,0.4888888888888889,0.28888888888888886,1
10500,93,29,77,37.7,4,19,21.1,31,38,81.6,12,34,46,14,7,11,13,20,0.4025974025974026,0.4935064935064935,0
10501,104,35,81,43.2,9,27,33.3,25,33,75.8,9,28,37,25,3,11,8,21,0.4876543209876543,0.4074074074074074,0
10502,96,38,86,44.2,5,17,29.4,15,20,75,11,33,44,19,7,5,13,30,0.47093023255813954,0.23255813953488372,1
10503,103,37,79,46.8,14,32,43.8,15,23,65.2,10,37,47,28,6,8,15,18,0.5569620253164557,0.2911392405063291,1
10504,91,33,75,44,10,28,35.7,15,22,68.2,4,35,39,20,9,3,16,13,0.5066666666666667,0.29333333333333333,0
10505,112,41,100,41,15,40,37.5,15,17,88.2,13,37,50,24,6,1,15,23,0.485,0.17,0
10506,97,39,83,47,7,28,25,12,16,75,2,37,39,23,7,5,12,23,0.5120481927710844,0.1927710843373494,1
10507,106,39,90,43.3,10,28,35.7,18,20,90,14,37,51,23,9,8,12,15,0.4888888888888889,0.2222222222222222,1
10508,105,38,80,47.5,8,20,40,21,25,84,12,28,40,23,15,3,15,21,0.525,0.3125,1
10509,92,37,86,43,6,16,37.5,12,20,60,12,39,51,25,4,6,10,21,0.46511627906976744,0.23255813953488372,1
10510,98,36,84,42.9,9,37,24.3,17,22,77.3,9,31,40,22,8,3,16,30,0.48214285714285715,0.2619047619047619,0
10511,74,28,75,37.3,6,19,31.6,12,16,75,10,33,43,19,6,4,22,20,0.41333333333333333,0.21333333333333335,0
10512,116,45,85,52.9,8,23,34.8,18,37,48.6,14,32,46,22,8,8,11,19,0.5764705882352941,0.43529411764705883,1
10513,106,40,82,48.8,14,29,48.3,12,15,80,14,31,45,21,2,5,15,19,0.573170731707317,0.18292682926829268,1
10514,105,35,88,39.8,11,27,40.7,24,28,85.7,16,29,45,19,11,7,16,27,0.4602272727272727,0.3181818181818182,0
10515,102,33,85,38.8,8,19,42.1,28,56,50,18,37,55,26,7,5,10,22,0.43529411764705883,0.6588235294117647,1
10516,95,36,75,48,5,17,29.4,18,24,75,11,27,38,21,9,6,18,19,0.5133333333333333,0.32,0
10517,92,35,77,45.5,6,18,33.3,16,22,72.7,8,30,38,25,10,12,13,19,0.4935064935064935,0.2857142857142857,1
10518,100,37,93,39.8,7,19,36.8,19,22,86.4,13,35,48,19,8,8,11,19,0.43548387096774194,0.23655913978494625,0
10519,87,33,87,37.9,5,23,21.7,16,27,59.3,13,41,54,18,6,2,18,38,0.40804597701149425,0.3103448275862069,0
10520,112,36,79,45.6,9,31,29,31,44,70.5,9,33,42,22,1,1,11,18,0.5126582278481012,0.5569620253164557,1
10521,89,37,90,41.1,2,14,14.3,13,18,72.2,12,35,47,20,5,4,9,17,0.4222222222222222,0.2,0
10522,103,40,89,44.9,6,19,31.6,17,22,77.3,10,25,35,18,9,2,8,16,0.48314606741573035,0.24719101123595505,0
10523,87,35,81,43.2,4,12,33.3,13,16,81.3,7,44,51,15,8,11,19,16,0.4567901234567901,0.19753086419753085,1
10524,91,36,88,40.9,5,27,18.5,14,20,70,9,25,34,28,7,6,11,16,0.4375,0.22727272727272727,0
10525,87,27,70,38.6,15,31,48.4,18,22,81.8,7,36,43,20,6,6,13,16,0.4928571428571429,0.3142857142857143,1
10526,83,34,101,33.7,6,24,25,9,21,42.9,19,32,51,19,11,1,14,15,0.36633663366336633,0.2079207920792079,0
10527,116,43,95,45.3,7,25,28,23,36,63.9,17,22,39,16,16,2,8,19,0.48947368421052634,0.37894736842105264,1
10528,107,34,83,41,9,27,33.3,30,37,81.1,9,41,50,17,4,5,15,18,0.463855421686747,0.4457831325301205,1
10529,107,39,75,52,8,22,36.4,21,33,63.6,7,32,39,24,3,5,13,21,0.5733333333333334,0.44,1
10530,103,38,99,38.4,11,33,33.3,16,22,72.7,15,39,54,17,6,5,10,27,0.4393939393939394,0.2222222222222222,0
10531,92,34,81,42,4,13,30.8,20,27,74.1,15,34,49,19,11,7,26,18,0.4444444444444444,0.3333333333333333,1
10532,82,33,82,40.2,8,28,28.6,8,14,57.1,13,33,46,25,9,2,14,24,0.45121951219512196,0.17073170731707318,0
10533,99,37,82,45.1,8,16,50,17,21,81,7,32,39,21,7,3,13,27,0.5,0.25609756097560976,0
10534,111,45,78,57.7,6,18,33.3,15,17,88.2,5,38,43,22,5,7,21,24,0.6153846153846154,0.21794871794871795,0
10535,110,45,93,48.4,9,25,36,11,16,68.8,17,37,54,24,6,7,13,20,0.532258064516129,0.17204301075268819,1
10536,84,30,77,39,12,36,33.3,12,16,75,8,33,41,23,18,9,25,29,0.4675324675324675,0.2077922077922078,0
10537,107,40,94,42.6,11,27,40.7,16,20,80,13,37,50,24,4,9,9,15,0.48404255319148937,0.2127659574468085,1
10538,102,38,86,44.2,12,29,41.4,14,17,82.4,8,35,43,19,6,7,11,17,0.5116279069767442,0.19767441860465115,0
10539,88,37,87,42.5,6,26,23.1,8,13,61.5,12,31,43,28,9,5,18,17,0.45977011494252873,0.14942528735632185,0
10540,88,33,81,40.7,4,17,23.5,18,24,75,8,38,46,21,9,4,16,18,0.43209876543209874,0.2962962962962963,0
10541,90,35,87,40.2,9,27,33.3,11,17,64.7,12,37,49,20,9,11,19,19,0.4540229885057471,0.19540229885057472,1
10542,92,33,77,42.9,7,26,26.9,19,27,70.4,10,32,42,18,13,3,13,14,0.474025974025974,0.35064935064935066,1
10543,81,30,75,40,8,25,32,13,17,76.5,10,35,45,17,9,5,20,22,0.4533333333333333,0.22666666666666666,0
10544,120,39,80,48.8,16,30,53.3,26,31,83.9,13,35,48,32,8,7,14,19,0.5875,0.3875,1
10545,96,36,82,43.9,7,23,30.4,17,23,73.9,6,27,33,20,12,2,9,19,0.4817073170731707,0.2804878048780488,0
10546,87,29,69,42,5,17,29.4,24,30,80,4,31,35,19,8,4,16,19,0.45652173913043476,0.43478260869565216,0
10547,108,38,78,48.7,12,30,40,20,26,76.9,12,34,46,24,5,2,16,16,0.5641025641025641,0.3333333333333333,1
10548,101,39,100,39,10,25,40,13,15,86.7,19,29,48,22,9,7,14,24,0.44,0.15,0
10549,108,40,85,47.1,9,17,52.9,19,20,95,12,37,49,25,11,9,16,14,0.5235294117647059,0.23529411764705882,1
10550,84,31,72,43.1,11,24,45.8,11,14,78.6,6,42,48,17,8,7,22,21,0.5069444444444444,0.19444444444444445,1
10551,101,38,82,46.3,9,18,50,16,21,76.2,12,37,49,18,11,9,15,25,0.5182926829268293,0.25609756097560976,1
10552,82,27,82,32.9,7,23,30.4,21,27,77.8,10,32,42,20,11,3,14,16,0.3719512195121951,0.32926829268292684,0
10553,116,35,75,46.7,14,39,35.9,32,36,88.9,6,34,40,25,4,3,10,21,0.56,0.48,1
10554,111,42,97,43.3,12,33,36.4,15,19,78.9,19,39,58,28,11,7,15,15,0.4948453608247423,0.1958762886597938,1
10555,90,33,80,41.3,5,25,20,19,25,76,7,31,38,20,7,7,11,25,0.44375,0.3125,0
10556,92,32,92,34.8,11,26,42.3,17,20,85,9,38,47,21,7,7,15,23,0.4076086956521739,0.21739130434782608,0
10557,95,34,81,42,8,25,32,19,25,76,12,38,50,17,3,2,16,22,0.4691358024691358,0.30864197530864196,1
10558,80,31,77,40.3,7,20,35,11,13,84.6,8,29,37,17,8,2,18,19,0.44805194805194803,0.16883116883116883,0
10559,87,31,90,34.4,9,29,31,16,20,80,13,25,38,17,9,1,8,21,0.39444444444444443,0.2222222222222222,0
10560,135,46,81,56.8,22,38,57.9,21,31,67.7,11,42,53,32,7,9,23,26,0.7037037037037037,0.38271604938271603,1
10561,116,38,73,52.1,11,20,55,29,37,78.4,10,39,49,21,5,6,22,21,0.5958904109589042,0.5068493150684932,1
10562,104,37,87,42.5,8,28,28.6,22,29,75.9,8,43,51,18,8,4,13,18,0.47126436781609193,0.3333333333333333,1
10563,111,40,83,48.2,7,19,36.8,24,30,80,5,44,49,27,6,7,13,20,0.5240963855421686,0.3614457831325301,1
10564,101,35,80,43.8,12,30,40,19,21,90.5,5,32,37,20,3,1,13,25,0.5125,0.2625,0
10565,97,33,76,43.4,7,17,41.2,24,28,85.7,8,34,42,16,4,7,12,13,0.48026315789473684,0.3684210526315789,1
10566,90,31,74,41.9,8,26,30.8,20,22,90.9,6,32,38,20,8,2,21,20,0.47297297297297297,0.2972972972972973,0
10567,101,37,77,48.1,9,25,36,18,19,94.7,12,34,46,20,4,3,17,19,0.538961038961039,0.24675324675324675,1
10568,90,34,94,36.2,5,20,25,17,23,73.9,15,35,50,20,8,1,12,23,0.3882978723404255,0.24468085106382978,0
10569,78,32,85,37.6,3,14,21.4,11,15,73.3,7,32,39,16,7,5,10,24,0.3941176470588235,0.17647058823529413,0
10570,103,37,79,46.8,7,24,29.2,22,26,84.6,12,46,58,19,2,9,18,19,0.5126582278481012,0.3291139240506329,1
10571,114,43,82,52.4,12,27,44.4,16,22,72.7,8,33,41,30,9,5,18,18,0.5975609756097561,0.2682926829268293,1
10572,114,40,83,48.2,16,35,45.7,18,26,69.2,8,25,33,24,18,5,12,24,0.5783132530120482,0.3132530120481928,0
10573,116,45,92,48.9,10,26,38.5,16,23,69.6,7,23,30,21,13,2,14,26,0.5434782608695652,0.25,0
10574,91,37,86,43,8,22,36.4,9,15,60,12,24,36,21,4,3,15,16,0.47674418604651164,0.1744186046511628,0
10575,91,36,75,48,8,22,36.4,11,14,78.6,5,37,42,22,11,7,18,17,0.5333333333333333,0.18666666666666668,1
10576,78,27,84,32.1,5,18,27.8,19,22,86.4,13,33,46,16,7,4,22,19,0.35119047619047616,0.2619047619047619,0
10577,95,31,82,37.8,8,31,25.8,25,35,71.4,15,38,53,14,10,7,14,20,0.4268292682926829,0.4268292682926829,0
10578,99,43,94,45.7,3,13,23.1,10,12,83.3,11,34,45,20,10,3,17,19,0.4734042553191489,0.1276595744680851,0
10579,84,31,91,34.1,9,29,31,13,18,72.2,11,43,54,18,7,6,16,12,0.3901098901098901,0.1978021978021978,1
10580,101,39,83,47,8,26,30.8,15,15,100,9,42,51,22,5,6,19,17,0.5180722891566265,0.18072289156626506,1
10581,99,36,82,43.9,14,29,48.3,13,16,81.3,9,33,42,22,4,2,10,20,0.524390243902439,0.1951219512195122,0
10582,83,34,83,41,6,22,27.3,9,12,75,9,37,46,21,7,1,13,21,0.4457831325301205,0.14457831325301204,0
10583,104,41,98,41.8,16,31,51.6,6,7,85.7,18,36,54,24,6,7,7,16,0.5,0.07142857142857142,1
10584,93,30,71,42.3,10,34,29.4,23,27,85.2,6,31,37,19,14,7,19,22,0.49295774647887325,0.38028169014084506,0
10585,91,38,75,50.7,4,12,33.3,11,17,64.7,11,24,35,18,11,7,19,22,0.5333333333333333,0.22666666666666666,0
10586,102,39,80,48.8,3,16,18.8,21,23,91.3,9,32,41,21,8,3,17,23,0.50625,0.2875,1
10587,81,32,79,40.5,6,20,30,11,16,68.8,10,33,43,21,2,7,13,14,0.4430379746835443,0.20253164556962025,0
10588,118,42,88,47.7,13,31,41.9,21,27,77.8,10,27,37,30,7,7,11,22,0.5511363636363636,0.3068181818181818,0
10589,99,34,82,41.5,9,21,42.9,22,29,75.9,7,38,45,22,9,4,11,23,0.4695121951219512,0.35365853658536583,1
10590,120,42,81,51.9,10,22,45.5,26,34,76.5,5,37,42,20,4,6,14,23,0.5802469135802469,0.41975308641975306,1
10591,91,31,83,37.3,9,27,33.3,20,25,80,12,35,47,16,2,10,11,23,0.42771084337349397,0.30120481927710846,0
10592,110,41,78,52.6,10,24,41.7,18,21,85.7,4,38,42,26,11,7,19,11,0.5897435897435898,0.2692307692307692,1
10593,100,34,86,39.5,5,16,31.3,27,32,84.4,15,33,48,20,2,7,7,21,0.42441860465116277,0.37209302325581395,1
10594,80,31,83,37.3,7,27,25.9,11,15,73.3,7,43,50,12,11,14,18,21,0.41566265060240964,0.18072289156626506,0
10595,114,44,96,45.8,10,26,38.5,16,20,80,11,33,44,25,8,5,10,26,0.5104166666666666,0.20833333333333334,0
10596,129,44,77,57.1,10,23,43.5,31,37,83.8,7,35,42,23,9,7,8,19,0.6363636363636364,0.4805194805194805,1
10597,88,33,81,40.7,8,28,28.6,14,19,73.7,12,40,52,23,6,4,13,12,0.4567901234567901,0.2345679012345679,1
10598,103,40,79,50.6,11,25,44,12,22,54.5,6,34,40,14,8,5,9,15,0.5759493670886076,0.27848101265822783,1
10599,102,39,77,50.6,6,13,46.2,18,25,72,11,28,39,19,12,4,16,20,0.5454545454545454,0.3246753246753247,1
10600,87,31,87,35.6,10,32,31.3,15,18,83.3,11,30,41,15,13,4,14,20,0.41379310344827586,0.20689655172413793,0
10601,121,45,80,56.3,12,24,50,19,22,86.4,6,37,43,33,8,7,20,25,0.6375,0.275,1
10602,97,34,82,41.5,9,21,42.9,20,26,76.9,10,23,33,23,14,2,16,19,0.4695121951219512,0.3170731707317073,0
10603,93,33,86,38.4,7,18,38.9,20,23,87,6,38,44,19,6,3,10,18,0.42441860465116277,0.26744186046511625,1
10604,96,30,77,39,11,34,32.4,25,28,89.3,4,44,48,22,4,6,19,25,0.461038961038961,0.36363636363636365,0
10605,94,31,78,39.7,8,25,32,24,29,82.8,8,40,48,16,3,0,16,32,0.44871794871794873,0.3717948717948718,0
10606,111,45,92,48.9,12,35,34.3,9,15,60,12,36,48,32,9,6,8,13,0.5543478260869565,0.16304347826086957,1
10607,123,44,80,55,19,26,73.1,16,23,69.6,7,34,41,25,11,0,20,18,0.66875,0.2875,1
10608,111,37,79,46.8,8,20,40,29,47,61.7,11,32,43,24,10,8,7,25,0.5189873417721519,0.5949367088607594,1
10609,77,31,83,37.3,3,21,14.3,12,16,75,8,37,45,16,8,2,14,15,0.39156626506024095,0.1927710843373494,0
10610,110,37,86,43,7,21,33.3,29,37,78.4,5,37,42,20,12,4,9,24,0.47093023255813954,0.43023255813953487,1
